itemLabel,date_of_birth,date_of_death
Fyodor Tyutchev,1803-12-05T00:00:00Z,1873-07-27T00:00:00Z
Francis Bacon,1561-02-01T00:00:00Z,1626-04-19T00:00:00Z
Thomas Hobbes,1588-04-05T00:00:00Z,1679-12-04T00:00:00Z
Lewis Carroll,1832-01-27T00:00:00Z,1898-01-14T00:00:00Z
Arthur Schopenhauer,1788-02-22T00:00:00Z,1860-09-21T00:00:00Z
Averroes,1126-01-01T00:00:00Z,1198-12-17T00:00:00Z
Averroes,1126-04-21T00:00:00Z,1198-12-17T00:00:00Z
Heraclitus,-534-01-01T00:00:00Z,-470-01-01T00:00:00Z
Jonathan Swift,1667-11-30T00:00:00Z,1745-10-19T00:00:00Z
Heinrich Rudolf Hertz,1857-02-22T00:00:00Z,1894-01-01T00:00:00Z
Kurt Gödel,1906-04-28T00:00:00Z,1978-01-14T00:00:00Z
Hans Driesch,1867-10-28T00:00:00Z,1941-04-16T00:00:00Z
Wole Soyinka,1934-07-13T00:00:00Z,
Plutarch,0046-01-01T00:00:00Z,0127-01-01T00:00:00Z
Carl Jung,1875-07-26T00:00:00Z,1961-06-06T00:00:00Z
Michel de Montaigne,1533-03-10T00:00:00Z,1592-09-23T00:00:00Z
Mircea Eliade,1907-03-13T00:00:00Z,1986-04-22T00:00:00Z
Ulrik Huber,1636-01-01T00:00:00Z,1694-01-01T00:00:00Z
Democritus,-460-01-01T00:00:00Z,-360-01-01T00:00:00Z
Henri Bergson,1859-10-18T00:00:00Z,1941-01-04T00:00:00Z
Anaximander,-609-01-01T00:00:00Z,-546-01-01T00:00:00Z
Thomas More,1478-02-16T00:00:00Z,1535-07-16T00:00:00Z
Epicurus,-341-01-01T00:00:00Z,-269-01-01T00:00:00Z
Rumi,1207-10-14T00:00:00Z,1273-12-31T00:00:00Z
Robert Boyle,1627-01-25T00:00:00Z,1691-12-30T00:00:00Z
Robert Boyle,1627-01-25T00:00:00Z,1691-12-31T00:00:00Z
Erasmus,1469-11-06T00:00:00Z,1536-07-22T00:00:00Z
Nikolaos of Otranto,1155-01-01T00:00:00Z,1235-02-09T00:00:00Z
Ambrose,0339-01-01T00:00:00Z,0395-01-18T00:00:00Z
Ambrose,t455473824,0395-01-18T00:00:00Z
Ambrose,0339-01-01T00:00:00Z,0397-01-01T00:00:00Z
Ambrose,t455473824,0397-01-01T00:00:00Z
Bonaventure,1221-01-01T00:00:00Z,1274-07-22T00:00:00Z
André-Joseph Léonard,1940-05-06T00:00:00Z,
William of Ockham,1287-01-01T00:00:00Z,1347-04-18T00:00:00Z
Anselm of Canterbury,1033-01-01T00:00:00Z,1109-04-28T00:00:00Z
Gregory of Nazianzus,0329-01-01T00:00:00Z,0389-01-26T00:00:00Z
Richard David Precht,1964-12-08T00:00:00Z,
Basil of Caesarea,0329-01-01T00:00:00Z,0379-01-01T00:00:00Z
Michel Foucault,1926-10-15T00:00:00Z,1984-06-25T00:00:00Z
Hilary of Poitiers,0315-01-01T00:00:00Z,0367-01-01T00:00:00Z
Pierre-Simon Laplace,1749-03-23T00:00:00Z,1827-03-05T00:00:00Z
Theodor Lipps,1851-07-28T00:00:00Z,1914-10-17T00:00:00Z
Carl Gustav Carus,1789-01-03T00:00:00Z,1869-07-28T00:00:00Z
Karl Ludwig Michelet,1801-12-04T00:00:00Z,1893-12-06T00:00:00Z
Karl Ludwig Michelet,1801-12-04T00:00:00Z,1893-12-15T00:00:00Z
Oskar Negt,1934-08-01T00:00:00Z,
Hans Albert,1921-02-08T00:00:00Z,
Karl Rosenkranz,1805-04-23T00:00:00Z,1879-06-14T00:00:00Z
Karl Rosenkranz,1805-04-23T00:00:00Z,1879-07-14T00:00:00Z
Max Bense,1910-02-07T00:00:00Z,1990-04-29T00:00:00Z
Paul Rée,1849-11-21T00:00:00Z,1901-10-28T00:00:00Z
Hermann Heller,1891-07-17T00:00:00Z,1933-11-05T00:00:00Z
Ludwig Büchner,1824-03-29T00:00:00Z,1899-05-01T00:00:00Z
Ted Nelson,1937-06-17T00:00:00Z,
Walter Kaufmann,1921-07-01T00:00:00Z,1980-09-04T00:00:00Z
Johannes Nikolaus Tetens,1736-09-16T00:00:00Z,1807-08-17T00:00:00Z
Albrecht Ritschl,1822-03-25T00:00:00Z,1889-03-20T00:00:00Z
Adam Müller,1779-06-30T00:00:00Z,1829-01-17T00:00:00Z
Franz Leopold Neumann,1900-05-23T00:00:00Z,1954-09-02T00:00:00Z
Robert Spaemann,1927-05-05T00:00:00Z,
Christian August Crusius,1715-01-10T00:00:00Z,1775-10-18T00:00:00Z
Arthur Drews,1865-11-01T00:00:00Z,1935-07-19T00:00:00Z
Christian Knorr von Rosenroth,1636-07-15T00:00:00Z,1689-05-01T00:00:00Z
Odo Marquard,1928-02-26T00:00:00Z,2015-05-09T00:00:00Z
Johann Beringer,1667-01-01T00:00:00Z,1738-01-01T00:00:00Z
Rudolph Goclenius,1547-03-11T00:00:00Z,1628-06-08T00:00:00Z
Henrik Steffens,1773-05-02T00:00:00Z,1845-02-13T00:00:00Z
Ruth Kinna,2000-01-01T00:00:00Z,
Hermann Kretzschmar,1848-01-19T00:00:00Z,1924-05-10T00:00:00Z
Otto Mencke,1644-03-22T00:00:00Z,1707-01-18T00:00:00Z
Jacob Friedrich von Abel,1751-05-09T00:00:00Z,1829-07-07T00:00:00Z
Johann Eduard Erdmann,1805-06-13T00:00:00Z,1892-06-12T00:00:00Z
Johann Eduard Erdmann,1805-06-18T00:00:00Z,1892-06-12T00:00:00Z
Georg Friedrich Daumer,1800-03-05T00:00:00Z,1875-12-13T00:00:00Z
Georg Hermes,1775-04-22T00:00:00Z,1831-05-26T00:00:00Z
Otto Liebmann,1840-02-25T00:00:00Z,1912-01-14T00:00:00Z
Ernst Nolte,1923-01-11T00:00:00Z,2016-08-18T00:00:00Z
Robert Kurz,1943-12-24T00:00:00Z,2012-07-18T00:00:00Z
Leonard Nelson,1882-07-11T00:00:00Z,1927-10-29T00:00:00Z
Lorenz Christoph Mizler,1711-07-26T00:00:00Z,1778-05-08T00:00:00Z
Carl Friedrich von Weizsäcker,1912-06-28T00:00:00Z,2007-04-28T00:00:00Z
Alfred Baeumler,1887-11-19T00:00:00Z,1968-03-19T00:00:00Z
Philip Marheineke,1780-05-01T00:00:00Z,1846-05-31T00:00:00Z
Ernst Laas,1837-06-16T00:00:00Z,1885-07-25T00:00:00Z
Erich Adickes,1866-06-29T00:00:00Z,1928-07-08T00:00:00Z
Erich Adickes,1866-09-29T00:00:00Z,1928-07-08T00:00:00Z
Dieter Henrich,1927-01-05T00:00:00Z,
Friedrich Wilhelm Foerster,1869-06-02T00:00:00Z,1966-01-09T00:00:00Z
Adolf Reinach,1883-12-23T00:00:00Z,1917-11-16T00:00:00Z
Friedrich Meinecke,1862-10-30T00:00:00Z,1954-02-06T00:00:00Z
Rudolf Bahro,1935-11-18T00:00:00Z,1997-12-05T00:00:00Z
Salomon Munk,1803-05-14T00:00:00Z,1867-02-05T00:00:00Z
Salomon Munk,1803-05-14T00:00:00Z,1867-02-06T00:00:00Z
Friedrich Karl Forberg,1770-08-30T00:00:00Z,1848-01-01T00:00:00Z
Gotthilf Heinrich von Schubert,1780-04-25T00:00:00Z,1860-06-30T00:00:00Z
Gotthilf Heinrich von Schubert,1780-04-26T00:00:00Z,1860-06-30T00:00:00Z
Gotthilf Heinrich von Schubert,1780-04-25T00:00:00Z,1860-07-01T00:00:00Z
Gotthilf Heinrich von Schubert,1780-04-26T00:00:00Z,1860-07-01T00:00:00Z
Eugen Rosenstock-Huessy,1888-07-06T00:00:00Z,1973-02-24T00:00:00Z
Thomas Pogge,1953-08-13T00:00:00Z,
Manegold of Lautenbach,1030-01-01T00:00:00Z,1103-01-01T00:00:00Z
Rudolf Haym,1821-10-05T00:00:00Z,1901-08-27T00:00:00Z
Thomas Metzinger,1958-03-12T00:00:00Z,
Ludwig Geiger,1848-06-05T00:00:00Z,1919-02-09T00:00:00Z
Moritz Wilhelm Drobisch,1802-08-16T00:00:00Z,1896-09-30T00:00:00Z
Robert Alexy,1945-09-09T00:00:00Z,
Johann Heinrich Abicht,1762-05-04T00:00:00Z,1816-05-10T00:00:00Z
Edgar Bauer,1820-10-07T00:00:00Z,1886-08-18T00:00:00Z
Otto Friedrich Bollnow,1903-03-14T00:00:00Z,1991-02-07T00:00:00Z
Jakob Thomasius,1622-08-27T00:00:00Z,1684-09-09T00:00:00Z
Hedwig Conrad-Martius,1888-01-01T00:00:00Z,1966-01-01T00:00:00Z
Friedrich Hielscher,1902-05-31T00:00:00Z,1990-03-06T00:00:00Z
Emil Fackenheim,1916-06-22T00:00:00Z,2003-09-18T00:00:00Z
Werner Hamacher,1948-01-01T00:00:00Z,
Walther Kranz,1884-11-23T00:00:00Z,1960-09-18T00:00:00Z
Karl Joel,1864-03-27T00:00:00Z,1934-07-22T00:00:00Z
Karl Joel,1864-03-27T00:00:00Z,1934-07-23T00:00:00Z
Gotthard Günther,1900-06-15T00:00:00Z,1984-11-29T00:00:00Z
Dietrich Tiedemann,1748-04-03T00:00:00Z,1803-05-24T00:00:00Z
Ernst Tugendhat,1930-03-08T00:00:00Z,
Grete Hermann,1901-03-02T00:00:00Z,1984-02-15T00:00:00Z
Eduard Gans,1797-03-22T00:00:00Z,1839-05-05T00:00:00Z
Eduard Gans,1798-03-22T00:00:00Z,1839-05-05T00:00:00Z
Heinrich Paulus,1761-09-01T00:00:00Z,1851-08-10T00:00:00Z
Albert Schwegler,1819-02-10T00:00:00Z,1857-01-05T00:00:00Z
Hermann Friedmann,1873-04-11T00:00:00Z,1957-05-25T00:00:00Z
Heinrich Landesmann,1821-08-09T00:00:00Z,1902-12-02T00:00:00Z
Heinrich Landesmann,1821-08-09T00:00:00Z,1902-12-03T00:00:00Z
Carl Göring,1841-04-28T00:00:00Z,1879-04-02T00:00:00Z
Adam Karl August von Eschenmayer,1768-07-04T00:00:00Z,1852-11-17T00:00:00Z
Heinrich Ahrens,1808-07-14T00:00:00Z,1874-08-02T00:00:00Z
Johann Joachim Spalding,1714-11-01T00:00:00Z,1804-05-22T00:00:00Z
Johann Joachim Spalding,1714-11-01T00:00:00Z,1804-05-25T00:00:00Z
Hans Lenk,1935-03-23T00:00:00Z,
Karl Wilhelm Ferdinand Solger,1780-11-28T00:00:00Z,1819-10-25T00:00:00Z
Jakob Sigismund Beck,1761-08-06T00:00:00Z,1840-08-29T00:00:00Z
Martin Knutzen,1713-12-14T00:00:00Z,1751-01-29T00:00:00Z
Kurt Riezler,1882-11-11T00:00:00Z,1955-09-07T00:00:00Z
Joseph Kleutgen,1811-04-09T00:00:00Z,1883-01-13T00:00:00Z
Hildegard of Bingen,1098-01-01T00:00:00Z,1179-09-24T00:00:00Z
Joachim Jungius,1587-10-22T00:00:00Z,1657-09-23T00:00:00Z
Gillian Rose,1947-09-20T00:00:00Z,1995-12-09T00:00:00Z
Andrés Bello,1781-11-29T00:00:00Z,1865-10-15T00:00:00Z
Paola Cavalieri,1950-10-26T00:00:00Z,
Nicolas-Claude Fabri de Peiresc,1580-12-11T00:00:00Z,1637-06-24T00:00:00Z
Julius Caesar Scaliger,1484-05-02T00:00:00Z,1558-10-31T00:00:00Z
Raymond Smullyan,1919-05-25T00:00:00Z,2017-02-06T00:00:00Z
Carpocrates,,0138-01-01T00:00:00Z
Martha Fineman,1943-01-01T00:00:00Z,
Frances Wright,1795-09-06T00:00:00Z,1852-12-13T00:00:00Z
Fatos Lubonja,1951-01-01T00:00:00Z,
Vadim Rogovin,1937-05-10T00:00:00Z,1998-09-25T00:00:00Z
Anders Nygren,1890-11-15T00:00:00Z,1978-10-20T00:00:00Z
Pema Chödrön,1936-07-14T00:00:00Z,
John Plamenatz,1912-05-16T00:00:00Z,1975-12-19T00:00:00Z
Karen Barad,1956-01-01T00:00:00Z,
Peter Galison,1955-01-01T00:00:00Z,
Alcidamas,,
Per Daniel Amadeus Atterbom,1790-01-19T00:00:00Z,1855-07-21T00:00:00Z
Perictione,-500-01-01T00:00:00Z,-400-01-01T00:00:00Z
Tullia d'Aragona,1510-01-01T00:00:00Z,1556-03-01T00:00:00Z
Isabelle Stengers,1949-01-01T00:00:00Z,
Shantideva,0685-01-01T00:00:00Z,0763-01-01T00:00:00Z
Michael Walzer,1935-03-03T00:00:00Z,
Dong Zhongshu,-178-01-01T00:00:00Z,-103-01-01T00:00:00Z
Roger Scruton,1944-02-17T00:00:00Z,
Roger Scruton,1944-02-27T00:00:00Z,
Crispin Wright,1942-12-21T00:00:00Z,
Louis Rougier,1889-04-10T00:00:00Z,1982-10-14T00:00:00Z
Richard of Middleton,1249-01-01T00:00:00Z,1302-01-01T00:00:00Z
Marie Dentière,1495-01-01T00:00:00Z,1561-01-01T00:00:00Z
Cerinthus,0100-01-01T00:00:00Z,0200-01-01T00:00:00Z
Onesicritus,-359-01-01T00:00:00Z,-289-01-01T00:00:00Z
Lucius Calbenus Taurus,,0200-01-01T00:00:00Z
Mabel Besant-Scott,1870-08-28T00:00:00Z,1952-05-22T00:00:00Z
Jacques Herbrand,1908-02-12T00:00:00Z,1931-07-27T00:00:00Z
Sarah Kofman,1934-09-14T00:00:00Z,1994-10-15T00:00:00Z
Stewart Shapiro,1951-06-15T00:00:00Z,
Alvin Goldman,1938-10-01T00:00:00Z,
Alexander Zinoviev,1922-10-29T00:00:00Z,2006-05-10T00:00:00Z
Jan Sokol,1936-04-18T00:00:00Z,
Alexander S. Kechris,1946-03-23T00:00:00Z,
Francisco Pi y Margall,1824-04-29T00:00:00Z,1901-11-29T00:00:00Z
Avital Ronell,1952-04-15T00:00:00Z,
Marianna Marquesa Florenzi,1802-11-09T00:00:00Z,1870-04-15T00:00:00Z
Edmund Gettier,1927-01-01T00:00:00Z,
Alister McGrath,1953-01-23T00:00:00Z,
Fyodor Uspensky,1845-02-19T00:00:00Z,1928-09-10T00:00:00Z
Antony Flew,1923-02-11T00:00:00Z,2010-04-08T00:00:00Z
Philodemus,-109-01-01T00:00:00Z,-034-01-01T00:00:00Z
Wilfrid Hodges,1941-05-27T00:00:00Z,
Damo,-600-01-01T00:00:00Z,-500-01-01T00:00:00Z
Menippus,-309-01-01T00:00:00Z,-254-01-01T00:00:00Z
Julia Robinson,1919-12-08T00:00:00Z,1985-07-30T00:00:00Z
Amadou Hampâté Bâ,1900-01-01T00:00:00Z,1991-03-15T00:00:00Z
Amadou Hampâté Bâ,1901-01-01T00:00:00Z,1991-03-15T00:00:00Z
Catherine Clément,1939-02-10T00:00:00Z,
Ruth Millikan,1933-01-01T00:00:00Z,
Dwight Lyman Moody,1837-02-05T00:00:00Z,1899-12-22T00:00:00Z
George Steiner,1929-04-23T00:00:00Z,
William Frankena,1908-06-21T00:00:00Z,1994-10-22T00:00:00Z
Liu Xin,-049-01-01T00:00:00Z,0023-01-01T00:00:00Z
Maria Ossowska,1896-01-16T00:00:00Z,1974-08-13T00:00:00Z
Patricia De Martelaere,1957-04-16T00:00:00Z,2009-03-04T00:00:00Z
John Zerzan,1943-01-01T00:00:00Z,
Titus Brandsma,1881-02-23T00:00:00Z,1942-07-26T00:00:00Z
Leszek Nowak,1943-01-07T00:00:00Z,2009-10-20T00:00:00Z
Ernesto Laclau,1935-10-06T00:00:00Z,2014-04-13T00:00:00Z
Vincent of Beauvais,1190-01-01T00:00:00Z,1264-01-01T00:00:00Z
Jean-François Revel,1924-01-19T00:00:00Z,2006-04-30T00:00:00Z
Judith N. Shklar,1928-09-24T00:00:00Z,1992-09-17T00:00:00Z
Chaïm Perelman,1912-05-20T00:00:00Z,1984-01-22T00:00:00Z
Myia,-600-01-01T00:00:00Z,
Maximus of Tyre,0200-01-01T00:00:00Z,
Candrakīrti,0600-01-01T00:00:00Z,0650-01-01T00:00:00Z
Shlomo Kalo,1928-02-25T00:00:00Z,2014-08-30T00:00:00Z
Raimon Panikkar,1918-11-02T00:00:00Z,2010-08-26T00:00:00Z
Alexander of Hales,1175-01-01T00:00:00Z,1245-08-28T00:00:00Z
Guan Zhong,-719-01-01T00:00:00Z,-644-01-01T00:00:00Z
Bernardino Telesio,1509-11-17T00:00:00Z,1588-10-12T00:00:00Z
Dharmakirti,0700-01-01T00:00:00Z,0660-01-01T00:00:00Z
Gary L. Francione,1954-05-29T00:00:00Z,
António Vieira,1608-02-06T00:00:00Z,1697-07-18T00:00:00Z
Sivananda Saraswati,1887-09-08T00:00:00Z,1963-07-14T00:00:00Z
Pompeia Paulina,,
John Mbiti,1931-11-30T00:00:00Z,
Wang Bi,0226-01-01T00:00:00Z,0249-01-01T00:00:00Z
Herbert Edward Read,1893-12-04T00:00:00Z,1968-06-12T00:00:00Z
Isabel Paterson,1886-01-22T00:00:00Z,1961-01-10T00:00:00Z
Ba Cut,1923-01-01T00:00:00Z,1956-07-13T00:00:00Z
Nick Bostrom,1973-03-10T00:00:00Z,
Jean-Luc Marion,1946-07-03T00:00:00Z,
Eubulides,-500-01-01T00:00:00Z,-400-01-01T00:00:00Z
Pantaenus,0200-01-01T00:00:00Z,0203-01-01T00:00:00Z
Nina Karin Monsen,1943-05-29T00:00:00Z,
Profiat Duran,1350-01-01T00:00:00Z,1415-01-01T00:00:00Z
Isaac ben Joseph ibn Pulgar,,1500-01-01T00:00:00Z
Magdalena Środa,1957-01-07T00:00:00Z,
Pedro Mexía,1497-01-01T00:00:00Z,1551-01-27T00:00:00Z
Paul Hazard,1878-04-30T00:00:00Z,1944-04-13T00:00:00Z
Yalçın Küçük,1938-01-01T00:00:00Z,
Adam of Łowicz,1500-01-01T00:00:00Z,1514-02-27T00:00:00Z
Nancy Fraser,1947-05-20T00:00:00Z,
Timaeus the Sophist,,
William of Champeaux,1070-01-01T00:00:00Z,1121-01-01T00:00:00Z
Totapuri,1815-01-01T00:00:00Z,1884-11-16T00:00:00Z
Han Ryner,1861-12-07T00:00:00Z,1938-01-06T00:00:00Z
Ocellus Lucanus,,
Anselm Jappe,1962-05-03T00:00:00Z,
Mechthild of Magdeburg,1210-01-01T00:00:00Z,1282-01-01T00:00:00Z
Shen Kuo,1031-01-01T00:00:00Z,1095-01-01T00:00:00Z
Abraham ibn Ezra,1089-01-01T00:00:00Z,1167-01-01T00:00:00Z
Susan George,1934-06-29T00:00:00Z,
Gaston Bachelard,1884-06-27T00:00:00Z,1962-10-16T00:00:00Z
Helena Roerich,1879-02-12T00:00:00Z,1955-10-05T00:00:00Z
Nicholas Murray Butler,1862-04-02T00:00:00Z,1947-12-07T00:00:00Z
James Mill,1773-04-06T00:00:00Z,1836-06-23T00:00:00Z
Proclus,0412-02-09T00:00:00Z,0485-04-18T00:00:00Z
Tatian,0120-01-01T00:00:00Z,0180-01-01T00:00:00Z
Étienne Bonnot de Condillac,1714-09-30T00:00:00Z,1780-08-03T00:00:00Z
Mazdak,,0529-01-01T00:00:00Z
Mozi,-469-01-01T00:00:00Z,-390-01-01T00:00:00Z
J. L. Austin,1911-03-26T00:00:00Z,1960-02-08T00:00:00Z
Elizabeth Cabot Agassiz,1822-12-05T00:00:00Z,1907-06-27T00:00:00Z
John Eccles,1903-01-27T00:00:00Z,1997-05-02T00:00:00Z
Élisabeth Badinter,1944-03-05T00:00:00Z,
Édouard Le Roy,1870-06-18T00:00:00Z,1954-11-09T00:00:00Z
Édouard Schuré,1841-01-21T00:00:00Z,1929-04-07T00:00:00Z
Eliette Abécassis,1969-01-27T00:00:00Z,
Eliphas Levi,1810-02-08T00:00:00Z,1875-05-31T00:00:00Z
Émile Boutroux,1845-07-28T00:00:00Z,1921-11-22T00:00:00Z
Émile Bréhier,1876-04-12T00:00:00Z,1952-02-03T00:00:00Z
Émile Chartier,1868-03-03T00:00:00Z,1951-06-02T00:00:00Z
Émile Chartier,1868-03-13T00:00:00Z,1951-06-02T00:00:00Z
Jean Buridan,1295-01-01T00:00:00Z,1358-01-01T00:00:00Z
Jean Buridan,1297-01-01T00:00:00Z,1358-01-01T00:00:00Z
Jean Buridan,1300-01-01T00:00:00Z,1358-01-01T00:00:00Z
Jean Buridan,1295-01-01T00:00:00Z,1361-01-01T00:00:00Z
Jean Buridan,1297-01-01T00:00:00Z,1361-01-01T00:00:00Z
Jean Buridan,1300-01-01T00:00:00Z,1361-01-01T00:00:00Z
Jean Buridan,1295-01-01T00:00:00Z,1363-01-01T00:00:00Z
Jean Buridan,1297-01-01T00:00:00Z,1363-01-01T00:00:00Z
Jean Buridan,1300-01-01T00:00:00Z,1363-01-01T00:00:00Z
Johan Huizinga,1872-12-07T00:00:00Z,1945-02-01T00:00:00Z
Zhelyu Zhelev,1935-03-03T00:00:00Z,2015-01-30T00:00:00Z
Al-Maʿarri,0973-01-01T00:00:00Z,1057-01-01T00:00:00Z
A. C. Grayling,1949-04-03T00:00:00Z,
William Petty,1623-05-26T00:00:00Z,1687-12-16T00:00:00Z
Aref Ali Nayed,1962-01-01T00:00:00Z,
Gómez Pereira,1500-01-01T00:00:00Z,1567-01-01T00:00:00Z
Jacques-André Naigeon,1738-07-15T00:00:00Z,1810-02-28T00:00:00Z
Athenodoros Cananites,-100-01-01T00:00:00Z,-100-01-01T00:00:00Z
Timon of Phlius,-319-01-01T00:00:00Z,-229-01-01T00:00:00Z
Herman Van Breda,1911-02-28T00:00:00Z,1974-03-04T00:00:00Z
Yeznik of Kolb,0500-01-01T00:00:00Z,0450-01-01T00:00:00Z
Jean Gerson,1363-12-21T00:00:00Z,1429-07-30T00:00:00Z
Charles Andler,1866-03-11T00:00:00Z,1933-04-01T00:00:00Z
Benjamin Nahawandi,,
Vladimir Solovyov,1853-01-28T00:00:00Z,1900-08-13T00:00:00Z
Gaspar Melchor de Jovellanos,1744-01-05T00:00:00Z,1811-11-27T00:00:00Z
Shahab al-Din Suhrawardi,1155-01-01T00:00:00Z,1191-01-01T00:00:00Z
Tetsuji Iseda,1968-01-01T00:00:00Z,
Carol Gilligan,1936-11-28T00:00:00Z,
Matsudaira Sadanobu,1759-01-15T00:00:00Z,1829-06-14T00:00:00Z
Carneades,-213-01-01T00:00:00Z,-128-01-01T00:00:00Z
Christoph Gottfried Bardili,1761-05-18T00:00:00Z,1808-06-05T00:00:00Z
Émile Littré,1801-02-01T00:00:00Z,1881-06-02T00:00:00Z
Émile Meyerson,1859-02-12T00:00:00Z,1933-11-02T00:00:00Z
Palla Strozzi,1372-01-01T00:00:00Z,1462-05-18T00:00:00Z
Yu Gam-dong,,
Simon Blackburn,1944-07-12T00:00:00Z,
Ibrahim an-Nazzam,0760-01-01T00:00:00Z,0835-01-01T00:00:00Z
Ibrahim an-Nazzam,0765-01-01T00:00:00Z,0835-01-01T00:00:00Z
Ibrahim an-Nazzam,0775-01-01T00:00:00Z,0835-01-01T00:00:00Z
Ibrahim an-Nazzam,0760-01-01T00:00:00Z,0845-01-01T00:00:00Z
Ibrahim an-Nazzam,0765-01-01T00:00:00Z,0845-01-01T00:00:00Z
Ibrahim an-Nazzam,0775-01-01T00:00:00Z,0845-01-01T00:00:00Z
Bertell Ollman,1935-04-30T00:00:00Z,
Baidawi,1201-01-01T00:00:00Z,1286-01-01T00:00:00Z
Charlotte Perkins Gilman,1860-07-03T00:00:00Z,1935-08-17T00:00:00Z
Jean Rostand,1894-10-30T00:00:00Z,1977-09-04T00:00:00Z
Ramana Maharshi,1879-12-30T00:00:00Z,1950-04-14T00:00:00Z
Lastheneia of Mantinea,,-400-01-01T00:00:00Z
Jaakko Hintikka,1929-01-12T00:00:00Z,2015-08-12T00:00:00Z
Peter Suber,1951-11-08T00:00:00Z,
Étienne-Gabriel Morelly,1717-01-01T00:00:00Z,1778-01-01T00:00:00Z
Étienne Balibar,1942-04-23T00:00:00Z,
Ronald B. Levinson,1896-10-18T00:00:00Z,1980-11-21T00:00:00Z
Étienne Cabet,1788-01-01T00:00:00Z,1856-11-09T00:00:00Z
Giovanni Girolamo Saccheri,1667-09-05T00:00:00Z,1733-10-25T00:00:00Z
Étienne Gilson,1884-06-13T00:00:00Z,1978-09-19T00:00:00Z
Fernand Dumont,1927-06-24T00:00:00Z,1997-05-01T00:00:00Z
Étienne Vacherot,1809-07-29T00:00:00Z,1897-07-28T00:00:00Z
Étienne de La Boétie,1530-11-21T00:00:00Z,1563-09-07T00:00:00Z
Jean-Marie Brohm,1940-12-14T00:00:00Z,
Moderatus of Gades,0100-01-01T00:00:00Z,
Arethas of Caesarea,0860-01-01T00:00:00Z,0935-01-01T00:00:00Z
Wang Fu,0078-01-01T00:00:00Z,0163-01-01T00:00:00Z
Bob Hale,1945-05-04T00:00:00Z,
Andrei Marga,1946-05-22T00:00:00Z,
Susan Neiman,1955-03-27T00:00:00Z,
Edith Stein,1891-10-12T00:00:00Z,1942-08-09T00:00:00Z
Max Horkheimer,1895-02-14T00:00:00Z,1973-07-07T00:00:00Z
Georg Simmel,1858-03-01T00:00:00Z,1918-09-26T00:00:00Z
Georg Simmel,1858-03-01T00:00:00Z,1918-09-27T00:00:00Z
Georg Simmel,1858-03-01T00:00:00Z,1918-09-28T00:00:00Z
Stanisław Brzozowski,1878-06-28T00:00:00Z,1911-04-30T00:00:00Z
Bruno Bauer,1809-09-06T00:00:00Z,1882-04-13T00:00:00Z
Bruno Bauer,1809-09-06T00:00:00Z,1882-04-15T00:00:00Z
Gustav Fechner,1801-04-19T00:00:00Z,1887-11-18T00:00:00Z
Ralf Dahrendorf,1929-05-01T00:00:00Z,2009-06-17T00:00:00Z
Moses Mendelssohn,1729-09-06T00:00:00Z,1786-01-04T00:00:00Z
Heinrich Rickert,1863-05-25T00:00:00Z,1936-07-25T00:00:00Z
Jakob Böhme,1575-03-18T00:00:00Z,1624-11-17T00:00:00Z
Wilhelm Windelband,1848-05-11T00:00:00Z,1915-10-22T00:00:00Z
Karl Robert Eduard von Hartmann,1842-02-23T00:00:00Z,1906-06-05T00:00:00Z
Golo Mann,1909-03-27T00:00:00Z,1994-04-07T00:00:00Z
Leo Strauss,1899-09-20T00:00:00Z,1973-10-18T00:00:00Z
Carl Schmitt,1888-07-11T00:00:00Z,1985-04-07T00:00:00Z
Immanuel Hermann Fichte,1796-07-18T00:00:00Z,1879-08-08T00:00:00Z
Hans Morgenthau,1904-02-17T00:00:00Z,1980-07-19T00:00:00Z
Friedrich Pollock,1894-05-22T00:00:00Z,1970-12-16T00:00:00Z
Ehrenfried Walther von Tschirnhaus,1651-04-10T00:00:00Z,1708-10-11T00:00:00Z
Gerhard J. Bellinger,1931-01-01T00:00:00Z,
Gottlob Ernst Schulze,1761-08-23T00:00:00Z,1833-01-14T00:00:00Z
Valentin Weigel,1533-08-27T00:00:00Z,1588-06-10T00:00:00Z
Jakob Friedrich Fries,1773-08-23T00:00:00Z,1843-08-10T00:00:00Z
Jakob Frohschammer,1821-01-06T00:00:00Z,1893-06-14T00:00:00Z
Johann Joachim Lange,1670-10-26T00:00:00Z,1744-05-07T00:00:00Z
Friedrich Eduard Beneke,1798-02-17T00:00:00Z,1854-03-01T00:00:00Z
Leopold Löwenheim,1878-01-01T00:00:00Z,1957-01-01T00:00:00Z
Hermann Conring,1606-11-09T00:00:00Z,1681-12-12T00:00:00Z
Hans Cornelius,1863-09-27T00:00:00Z,1947-08-23T00:00:00Z
Horst Matthai Quelle,1912-01-30T00:00:00Z,1999-12-27T00:00:00Z
Hermann Bonitz,1814-07-29T00:00:00Z,1888-07-25T00:00:00Z
Georg Anton Friedrich Ast,1778-12-29T00:00:00Z,1841-10-31T00:00:00Z
Max Müller,1906-09-06T00:00:00Z,1994-10-18T00:00:00Z
Ambrosius Blarer,1492-04-13T00:00:00Z,1564-12-16T00:00:00Z
Wilhelm von Humboldt,1767-06-22T00:00:00Z,1835-04-08T00:00:00Z
Francis Lieber,1798-03-18T00:00:00Z,1872-10-02T00:00:00Z
